제목,뉴스 출처,날짜,뉴스 본문,관련 href
"
유진투자증권, ‘조기상환형 스텝다운’ 446회 ELS 공모
",매일경제,2023-08-07 11:04,"세전 수익률 최대 연 7.1%7일 유진투자증권은 오는 11일까지 조기상환형 스텝다운 주가연계증권(ELS) 1종을 공모한다고 밝혔다.이번에 공모하는 ‘제446회 ELS’는 3년 만기 원금비보장형 상품으로 ‘NIKKEI225, S&P500, EUROSTOXX50 지수를 기초자산으로 한다. 조기상환 또는 만기상환 시 수익률은 최대 세전 연 7.1%다.‘제446회 ELS’는 스텝다운 구조에 따라 6개월 단위로 조기상환 및 만기상환 기회가 제공된다. 우선, 조기상환 평가일에 모든 기초자산의 종가가 최초기준가격의 92%(6개월), 90%(12개월), 85%(18개월), 80%(24개월), 75%(30개월) 이상이면 조기상환이 이뤄진다.노 낙인(No knock-in) 구조이며, 만기평가일(36개월)에 세 가지 기초자산 모두가 최초기준가의 65% 이상일 경우 세전 최대 21.30%(연 7.10%)의 수익을 지급받게 된다. 단, 65% 미만으로 하락한다면 원금 손실이 발생할 수 있다.이번 공모상품의 최소 가입금액은 100만원 이상이며, 더욱 자세한 사항은 유진투자증권 고객만족센터로 문의하면 된다.매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""5천만원이 통장에?"" 잘못 들어온 남의 돈, 슬쩍 탕진한 40대""은색볼펜 들고가다 체포당했다"" 흉기난동 공포에 전국 마비""꺼억~ 잘먹었습니다"" 개미들의 공든 2차전지탑, 외국인 배불렸다미래반도체 필수소재인 '이것'...98% 생산하는 중국이 틀어쥐었다조규성 덴마크축구 1부리그 데뷔 3경기 연속골",https://finance.naver.com/news/news_read.naver?article_id=0005169119&office_id=009&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
통안채 91일물, 3.610%에 1.30조원 낙찰… 응찰 2.98조원
",이데일리,2023-08-07 11:01,"[이데일리 유준하 기자] 한국은행이 7일 통화안정증권(이하 통안증권) 91일물 경쟁입찰 실시 결과 13개사가 3.610%에 1조3000억원을 낙찰했다고 밝혔다.한국은행 시장운영팀은 이날 오전 입찰 실시 결과 낙찰기관 11개사가 3.610%에 1조3000억원 어치를 낙찰받았다고 설명했다. 부분낙찰률은 0~20%였다.통안증권은 통화량을 조절하기 위해 한국은행이 금융기관을 대상으로 발행하는 단기 증권이다.앞서 응찰에는 13개사가 2조9800억원 어치를, 응찰금리는 시장유통수익률 기준 3.200%에서 3.810% 사이로 제시한 바 있다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는성범죄 피해로 잼버리 퇴영한 게 배신? ""우리가 당했다""태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545994&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
대신증권, 올해 채권 판매액 5조원 돌파
",매일경제,2023-08-07 11:00,"리테일 부분 호조세…고객 총 자산도 100조 원 돌파7일 대신증권은 올 들어 판매한 채권 판매액이 5조 원을 돌파했다고 밝혔다. 채권판매 등 리테일 부문의 호조세에 힘입어 고객 총 자산도 100조원을 돌파했다.대신증권이 올해 들어 지난달까지 판매한 채권은 총 5조 4060억 원이다. 지난해 같은 기간 판매한 금액보다 34.7% 증가했다. 지난해부터 이어진 고금리 환경에 투자매력이 높아진 채권을 전략적으로 판매해 온 결과다.온라인 전용채권을 15차례에 걸쳐 출시하는 등 비대면 거래고객을 위한 특판 채권을 늘렸다. 전체 채권 판매 중 온라인으로 판매된 채권은 1조 2861억 원으로 전체 판매의 약 23.7%를 차지했다.채권 판매 등 리테일 부문의 호조세에 고객 총 자산도 100조원을 돌파했다. 7월말 기준 101조 9466억 원을 기록했다. 지난해 말 76조 455억 원 대비 34% 증가한 수치다.대신증권은 올해 들어 리테일 부문의 경쟁력을 강화하기 위해 다양한 서비스를 내놓고 있다. 온라인 채권 상품 라인업 강화를 비롯해 주식거래 비용을 낮추는 서비스도 새롭게 선보였다. 지난 6월부터 일주일 이내 신용거래 이자율을 무료로 제공하고, 이번 달부터는 국내 및 미국주식 수수료 무료 이벤트도 진행하고 있다.최광철 대신증권 WM추진부문장은 “대신증권은 다양한 리테일 상품 라인업을 통해 투자기회를 넓히고 고객들의 금융거래비용을 낮추기 위해 새로운 서비스를 잇달아 내놓고 있다”면서 “앞으로도 차별화된 금융서비스로 고객들께 폭넓은 투자기회를 제공할 것”이라고 밝혔다.매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""5천만원이 통장에?"" 잘못 들어온 남의 돈, 슬쩍 탕진한 40대""은색볼펜 들고가다 체포당했다"" 흉기난동 공포에 전국 마비""꺼억~ 잘먹었습니다"" 개미들의 공든 2차전지탑, 외국인 배불렸다미래반도체 필수소재인 '이것'...98% 생산하는 중국이 틀어쥐었다조규성 덴마크축구 1부리그 데뷔 3경기 연속골",https://finance.naver.com/news/news_read.naver?article_id=0005169113&office_id=009&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
한화증권 ""美 국채 수급 우려 크지 않아…금리 상승세 약해질 전망""
",이데일리,2023-08-07 10:30,"[이데일리 최정희 기자] 한화증권은 미국 국채 시장에 수급 우려가 커지고 있지만 시장에서 충분히 소화가 가능할 것이라며 국채 공급 물량에 비례해 금리가 오르지는 않을 것이라고 내다봤다. 김성수 한화증권 연구원은 7일 보고서에서 “미국 재무부가 3분기에 전분기 대비 약 3500억달러 증가한 1조 70억달러 규모의 국채를 발행한다고 했지만 공급 물량 증가 만큼 금리도 비례해서 상승하진 않을 것”이라고 밝혔다. 이어 “일부 투자자들의 국채에 대한 수요가 강력하고 시장 수급 상황이 불안해지면 재무부의 탄력적인 만기별 자금 조달 비중 조정도 가능하다”고 덧붙였다. 출처: 한화증권미국 현지 운용사들의 미 국채 수요가 만기와 무관하게 강하다는 평가다. 김 연구원은 “(양적긴축으로) 발행시장에서 작아지는 연방준비제도(Fed·연준)의 빈 자리를 운용사가 대부분 메워주고 있다”며 “차입자문위원회(TBAC)도 국채 발행이 늘어나고 QT(양적긴축)와 관련한 불확실성이 존재하지만 운용사 수요는 강력할 것”이라고 밝혔다. 재무부의 자금 조달 채널도 다각화되고 있다. TBAC는 재정증권 등 단기채 발행 비중을 전체의 15~20%로 권고하고 있지만 단기적으론 역사적 평균(22.4%) 수준을 상회해도 문제될 게 없다고 언급했다. 이는 수급 악화시 재정증권 시장에서 자금 조달이 이뤄질 수 있음을 시사한 것이다. 김 연구원은 “현재 역레포(RRP) 금리와 1개월짜리 T-Bill 금리 스프레드가 역전돼 있다”며 “이는 아직 재정증권 시장으로의 자금 유입 유인이 존재한다는 의미”라고 설명했다. 이어 “머니마켓펀드(MMF) 자금도 재정증권을 흡수할 여력이 충분하다”고 덧붙였다. 이에 따라 김 연구원은 “미국 국채 금리 상승세도 약해질 전망”이라며 “미 10년물 국채 금리 상, 하단을 3.90~4.25%를 제시한다”고 밝혔다. 다만 “이전 저지선이었던 4%가 뚫린 만큼 빠른 시간 안에 다시 3% 중후반대로 복귀할 가능성은 크지 않다”고 설명했다. 그렇다고 미 10년물 금리가 4.25%를 넘어서는 것은 펀더멘털, 센티멘털 모두 고려해봐도 과도하다고 판단했다. 김 연구원은 우리나라 국채 금리에 대해서도 “지난 주 주요국 대비 국고채 금리 상승 폭이 컸다”며 “현재 국내 이슈들은 금리 상승을 크게 지지하지 않아 금리를 끌어올리는 대외 요인들도 시장에 상당 부분 반영된 만큼 금리는 소폭 하락 후 박스권 장세를 전망한다”고 밝혔다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는성범죄 피해로 잼버리 퇴영한 게 배신? ""우리가 당했다""태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545957&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
신흥시장 투자, 채권서 주식으로…금리인상 끝·미 연착륙 기대
",연합뉴스,2023-08-07 10:15,"지난달부터 거액 유입…""거시경제 상황도 신흥국에 유리""    (서울=연합뉴스) 김영현 기자 = 중국, 인도 등 신흥 시장 관련 투자자들이 글로벌 통화 긴축이 막바지에 이르렀다는 기대감 속에 채권에서 주식으로 포트폴리오를 조정하는 것으로 나타났다.    고금리 통화 긴축 상황에서는 일반적으로 높은 수익이 보장되는 채권 투자가 선호되지만, 시장에 다시 돈이 풀릴 조짐이 보이자 주식 시장으로 관심이 쏠리는 것이다.    6일(현지시간) 블룸버그통신은 금융권 통계 등을 인용해 지난달 초부터 이런 분위기가 감지되기 시작했고 앞선 3주에 이어 지난달 말 이달 초에 걸친 1주 동안 신흥 시장 주식으로 41억달러(약 5조3천500억원)가 더 유입됐다고 보도했다.    실제로 신흥시장 자산에 대한 지난달 자본 유입은 5.5% 증가해 작년 11월 이후 최고치를 기록한 것으로 드러났다.    미국 ETF 투자자들도 지난 4주 동안 신흥시장 주식 ETF에 26억1천만달러(약 3조4천억원)를 쏟아부었지만, 채권에는 2억6천900만달러(약 3천500억원)만 투자했다.    덕분에 모건스탠리캐피털인터내셔널(MSCI) 신흥시장 지수는 지난달 거의 6% 상승, 지난 1월 이후 가장 좋은 실적을 거뒀다.    반면 달러 및 현지 통화 신흥시장 채권 지수의 같은 기간 상승 폭은 2%에 미치지 못했다.    블룸버그 통신은 ""올해 신흥시장에서 두드러졌던 현지 통화 채권이 이제 주식과 더 치열한 경쟁에 직면하게 됐다""고 말했다.    거시적인 배경도 개도국에 유리하게 돌아가고 있다.    중국, 인도 등이 주도하는 신흥 경제권은 앞으로 3년 동안 3%포인트 더 성장할 것으로 예상된다고 이 통신은 분석했다.    미국 투자회사인 루미스 세일즈의 아시시 쿠그 자산관리 책임자는 ""(신흥국) 주식시장 실적의 주요 동인은 인도, 인도네시아, 브라질 등의 거시 경제 환경이 호의적이고 소비·투자 강세로 인해 이익이 강하게 성장했기 때문""이라고 분석했다.인도 뭄바이의 증권거래소. [EPA 연합뉴스 자료사진. 재판매 및 DB 금지]    동시에 현재 투자자들의 현금 동원 능력이 좋은 상황이라 신흥 주식시장 투자는 앞으로 더 본격화될 것이라는 전망이 제기된다.    GW&K 투자관리에 따르면 글로벌 투자자들은 작년 5조7천억달러(약 7천440조원)를 매각했고 신흥 시장의 경우 6천억달러(약 783조원)가량 투자 여력이 있는 상황으로 알려졌다.    특히 미국의 자금관리자들은 약 2조5천억달러(약 3천260조원)를 현금으로 보유한 상태라고 블룸버그 통신은 전했다.    신흥시장 전문 조사업체인 텔리머의 투자전략가인 하스나인 말리크는 만약 미국 금리가 실제로 정점을 찍는다면 외국 자본의 복귀 속에 이집트, 나이지리아, 파키스탄, 터키 등 신흥국의 주식은 더 나은 상황을 보일 것이라고 말했다.    말리크는 ""특히 미국의 연착륙은 중국, 대만, 한국 등 수출 제조업 분야에 대한 의존도가 높은 거대 신흥 시장에 유리할 것""이라고 덧붙였다.    이처럼 투자자들이 신흥국 주식 시장에 관심을 갖는 것은 기대 수익이 채권보다 훨씬 높기 때문이다.    예를 들어 중국 상하이·선전증시 시가총액 상위 300개 종목으로 구성된 CSI 300 지수의 예상 수익률은 8.6%인데 중국 채권은 2.6%에 불과하다. 그리고 그 격차는 지난 2년간 두 배로 늘어난 상태다.    최근 중국 경제가 둔화하고 있다는 신호가 여기저기에서 제기되고 있지만 일부 투자자들은 이에 굴하지 않는 상황인 셈이다.    GW&K 투자관리의 자산관리 책임자 누노 페르난드스는 ""우리 포트폴리오의 절반은 중국에 있으며 인도도 두 번째로 중요한 나라""라고 말했다.    cool@yna.co.kr연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다. ""시부모 18년 모셔"" 김은경에 시누이 ""거짓말""…정치권 또 시끌 ""엄마 남자문제 아버지도 아나"" 내연녀 딸에 전화한 60대 ""치아 없어 음주측정 못해"" 항소했지만 기각…법원 ""거부 명확"" '회장님들 현피' 코앞?…머스크 ""저커버그 결투 엑스로 생중계"" 잼버리 성범죄 의혹 남성 ""더워서 그랬다""…피해자는 강력 반발",https://finance.naver.com/news/news_read.naver?article_id=0014116011&office_id=001&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
'고금리 지속' 전망에 미 국채 10년물 14년새 최고치 근접
",연합뉴스,2023-08-07 09:46,"(서울=연합뉴스) 임상수 기자 = 미국 경제 호조로 고금리가 수년간 지속될 수 있다는 전망이 나오면서 10년 만기 국채 수익률이 10여 년 만에 최고치 수준까지 상승했다고 미 일간 월스트리트저널(WSJ)이 6일(현지시간) 보도했다.    이에 따르면 지난 4일 비농업 일자리가 18만7천개 증가해 전문가 전망치를 밑돌았으나 실업률은 3.5%로 전달보다 하락하는 등 고용지표가 혼조세를 보인 가운데 미 국채 10년물의 수익률은 4.060%로 하락 마감됐다.    하지만 이는 전주의 3.968%보다 여전히 높은 수준이며, 14년새 최고치였던 지난해 10월의 4.231%에 근접한 것이다. 이에 비해 2년 만기 국채 수익률은 4.791%로, 전주의 4.895%보다 하락했다.    '베어 스티프닝'(Bear steepening)으로 불리는 장단기 채권 수익률의 이러한 흐름은 투자자들이 인플레이션(물가상승) 하락과 탄력적인 경제성장으로 연방준비제도(Fed·연준)가 금리 인상을 중단하고 현재 금리를 연말까지 유지할 것으로 전망한다는 것을 보여준다고 WSJ은 설명했다.    몇 달 전까지 연준의 금리 인상이 지속돼 경기침체가 올 것으로 분석되면서 장단기 국채의 수익률 역전 현상이 발생했으나 지금은 공격적인 연준의 조치가 경기침체를 촉발할 것이라는 우려가 줄면서 장기채권 매도가 촉발되고 있다는 것이다.    지난달 일본의 중앙은행인 일본은행(BOJ)이 10년 만기 국채 금리 상한선을 0.5%에서 1%로 올리면서 미 국채를 보유해온 일본 투자자들이 자국 채권으로 옮겨갈 수 있다는 우려가 커진 것도 요인으로 지적됐다.     또 미 재무부가 투자자들의 예상을 넘는 수준으로 국채 발행 규모를 확대하겠다고 발표한 점도 국채의 매력을 떨어뜨린 것으로 분석됐다.    이 같은 채권 수익률 상승이 장기화하면 금리 하락을 기대하던 주택 구매자에게 타격이 될 수 있다. 30년 장기 모기지(주택담보대출)의 평균 고정금리는 6.9%로, 1년 전의 5% 수준에서 상승했다.     하지만 저축과 연금에는 호재로 작용하고 연준에도 경제 악화시 금리인하 여지를 제공해 경기침체에 보다 쉽게 대처할 수 있게 해줄 것으로 분석됐다.    리서치회사인 크레디트사이트의 잭 그리피스 수석 전략가는 투자자들의 관심은 연준이 현재 5.5% 수준인 기준금리를 2010년대 최고인 2.5% 수준으로 인하할지, 아니면 금리가 지속적으로 상승했던 90년대와 유사한 방향으로 다시 이동하고 있는지에 쏠려있다고 전했다.    nadoo1@yna.co.kr연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다. ""시부모 18년 모셔"" 김은경에 시누이 ""거짓말""…정치권 또 시끌 ""엄마 남자문제 아버지도 아나"" 내연녀 딸에 전화한 60대 ""치아 없어 음주측정 못해"" 항소했지만 기각…법원 ""거부 명확"" '회장님들 현피' 코앞?…머스크 ""저커버그 결투 엑스로 생중계"" 잼버리 성범죄 의혹 남성 ""더워서 그랬다""…피해자는 강력 반발",https://finance.naver.com/news/news_read.naver?article_id=0014115902&office_id=001&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
대신증권, 올해 채권 판매액 5조원 돌파…리테일 부문 판매 덕
",머니투데이,2023-08-07 09:44,"대신증권은 올해 들어 판매한 채권 판매액이 5조원을 돌파했다고 7일 밝혔다. 채권 판매 등 리테일 부문의 호조세에 힘입어 고객 총자산도 100조원을 돌파했다.대신증권이 올해 들어 7월까지 판매한 채권은 5조4060억원이다. 지난해 같은 기간 판매한 금액보다 34.7% 증가했다. 지난해부터 이어진 고금리 환경에 투자 매력이 높아진 채권을 전략적으로 판매해 온 결과다.대신증권은 온라인 전용 채권을 15차례에 걸쳐 출시하는 등 비대면 거래고객을 위한 특판 채권을 늘렸다. 전체 채권 판매 중 온라인으로 판매된 채권은 1조2861억원으로 전체 판매의 약 23.7%를 차지했다.채권 판매 등 리테일 부문의 호조세에 고객 총자산도 100조원을 돌파했다. 7월 말 기준 101조9466억원을 기록했다. 지난해 말 76조 455억원 대비 34% 증가한 수치다. 대신증권은 올해 들어 리테일 부문의 경쟁력을 강화하기 위해 다양한 서비스를 내놓고 있다. 온라인 채권 상품 라인업 강화를 비롯해 주식거래 비용을 낮추는 서비스도 새롭게 선보였다. 지난 6월부터 일주일 이내 신용거래 이자율을 무료로 제공하고, 이번 달부터는 국내 및 미국 주식 수수료 무료 이벤트도 진행하고 있다.최광철 대신증권 WM추진부문장은 ""대신증권은 다양한 리테일 상품 라인업을 통해 투자 기회를 넓히고 고객들의 금융거래 비용을 낮추기 위해 새로운 서비스를 잇달아 내놓고 있다""며 ""앞으로도 차별화된 금융서비스로 고객들께 폭넓은 투자 기회를 제공할 것""이라고 말했다. 머니투데이 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""성관계는 안 했다"" 낯선 男과 속옷 입고 잔 아내 '변명'서정희 ""故서세원, 늘 못생겼다 지적…살 빼라 강요""'52세' 박선영 ""결혼 후 임신 가능, 상위 5%…재혼남도 OK""""이혼 후 기죽어"" 은지원, '배윤정 전남편' 제롬에 안타까움[영상]박서준, 무대 난입한 관객에 성추행 피해…정색",https://finance.naver.com/news/news_read.naver?article_id=0004921884&office_id=008&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
10년 국채선물, 반빅 넘게 상승… 국고채, 일제히 강세 출발
",이데일리,2023-08-07 09:32,"[이데일리 유준하 기자] 7일 국고채 시장은 강세로 출발했다. 국고채 금리가 일제히 하락하는 가운데 10년 국채선물은 장중 71틱 상승하며 급등세다.3년 국채선물 가격 추이(자료=마켓포인트)마켓포인트에 따르면 이날 오전 9시20분 기준 3년 국채선물(KTB)은 전 거래일 대비 22틱 오른 103.67을, 10년 국채선물(LKTB)는 68틱 오른 109.68을 기록 중이다. 반빅(50틱) 넘게 오르며 급등세를 보이고 있다.3년 국채선물 수급을 살펴보면 외국인이 3967계약 순매수 중이고 은행이 2790계약 팔고 있다. 10년 선물은 외국인이 71계약, 은행이 179계약을 순매수, 투신이 200계약 순매도 중이다.국고채 가격은 강세다. 민평3사 기준 지표 금리인 국고채 3년물 금리는 6.4bp(1bp=0.01%포인트) 내린 3.673%에 호가되고 있다. 국고채 5년물 금리는 6.6bp 내린 3.709%에 거래되고 있다. 장기금리를 살펴보면 10년물 금리는 6.7bp 내린 3.807%에, 20년물은 4.7bp 내린 3.753%에 호가되고 있다. 30년물 금리는 4.4bp 내린 3.716%에 거래 중이다.이날 2조4000억원 규모 국고채 3년물 입찰이 예정됐지만 입찰 헤지에 따른 출회 매물 영향은 크지 않은 것으로 보인다. 윤선정 NH선물 연구원은 “지난 주 국채 입찰을 대비한 대규모 매도 헤지 물량이 대거 출회한 만큼 입찰에 의한 약세 영향은 제한적일 것”이라고 밝혔다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는성범죄 피해로 잼버리 퇴영한 게 배신? ""우리가 당했다""태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545847&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
삼성자산운용, KODEX 반도체 순자산 5천억원 돌파
",이데일리,2023-08-07 09:15,"[이데일리 이은정 기자] 삼성자산운용은 국내 반도체 산업 전반에 투자하는 KODEX 반도체 상장지수펀드(ETF)가 지난 4일 집계 기준 순자산 5000억원을 돌파해 5040억원을 기록했다고 7일 밝혔다. 반도체 산업이 2차전지 다음 섹터로 주목받으면서 반도체 관련 ETF에 자금이 유입되는 모양새다. 챗GPT 상용화 등 인공지능(AI) 산업의 확대로 인한 반도체 업황 개선과 고부가가치 상품인 고대역폭메모리(HBM)에 대한 기대감 속에 2차전지로 쏠렸던 수급이 풀리며 ‘Post 2차전지’를 탐색하는 움직임이 맞물리는 것으로 분석된다.국내 대표적인 반도체 ETF인 KODEX 반도체는 최근 1개월 동안 개인은 물론 기관을 포함해 전체적으로 700억 원 가량의 순매수가 유입되며 상장 후 첫 5,000억 원을 돌파했다. 수익률 또한 이러한 개인 매수세의 이유를 뒷받침한다. 연초 이후 코스피 지수가 약 16.4% 상승한 반면 KODEX 반도체는 53.3%의 수익률을 기록했다.KODEX 반도체는 2006년 상장한 첫 반도체 ETF이자 국내 반도체 산업을 이끄는 핵심 관련주에 골고루 투자하는 대표 상품이다. 기초지수는 국내 반도체 산업 대표 기업을 시가총액 가중방식으로 구성한 KRX 반도체 지수를 추종한다. KRX 반도체 지수는 코스피, 코스닥 종목 중 반도체 섹터에 해당하는 41종목을 편입하며 회사 매출 중 반도체 비중이 큰 고순도 종목을 담고 있다.이 ETF는 국내 반도체 대표 종목뿐 아니라 반도체 밸류체인에 속해 있는 다양한 종목을 분산해서 편입하고 있어, 반도체 산업의 전반적인 실적 개선이 예상되는 시점에서 핵심적인 분산투자 전략이 가능한 상품이다.한편 KODEX는 △KODEX 반도체 외에도 미래 중점 사업 중 하나인 시스템반도체 관련주에 투자하는 △KODEX Fn시스템반도체, 미국 최대 반도체 ETF인 SMH ETF와 동일한 기초지수를 추종하는 △KODEX 미국반도체MV, 국내 유일하게 일본 반도체 기업에 30% 가량 집중투자할 수 있는 △KODEX 아시아반도체공급망exChina액티브, 한국과 중국 반도체 시장에 투자하는 △KODEX 한중반도체(합성) 등 총 5가지의 반도체 관련 ETF를 보유하고 있어 반도체 종류별은 물론 지역별로도 다양하게 투자할 수 있다.임태혁 삼성자산운용 ETF운용본부 상무는 “시장의 투자심리가 반도체 시장으로 이동하고 있는 가운데, 국내 반도체 산업을 이끄는 핵심 관련주에 골고루 투자하기를 원하는 투자자에게 KODEX 반도체를 추천한다”고 말했다.이어 “현재 국내에 상장된 다양한 반도체 ETF를 통해 한국, 미국 반도체는 물론 세분화된 반도체 섹터까지 투자가 가능해지면서 투자자들이 2차전지 이후의 투자전략을 빠르게 수립하고 있는 것으로 분석된다”고 전했다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.외국인 보기에 부끄럽습니다...잼버리 30년 전 [그해 오늘]'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545819&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
"
NH선물 “국채 입찰 영향 제한적…韓 10년물 금리 3.8% 하회 전망""
",이데일리,2023-08-07 09:12,"[이데일리 유준하 기자] NH선물은 7일 국내 채권시장이 소폭의 강세장을 연출할 것이라고 내다봤다. 3년물과 10년물 국채 금리는 각각 3.7%, 3.8%를 하회할 전망이다. 채권금리 하락은 가격 상승을 의미한다. 이에 3년 국채선물 예상 범위는 103.40에서 103.80을, 10년 국채선물은 109.00에서 110.10을 전망했다.윤선정 NH선물 리서치센터 연구원은 리포트를 통해 “지난 주 금요일 발표된 고용지표를 비롯한 선진국 경제지표는 경기가 확연한 둔화세에 진입하고 있음을 시사한다”면서 “이에 글로벌 채권 시장은 강세를 보였다”고 짚었다. 비농업 부문 취업자 수는 2개월 연속 20만명을 하회했다. 다만 에너지 기저 효과가 소진되고 서비스 항목의 하방 경직성이 높다는 점은 이 번주 발표 예정인 물가 발표에 대한 경각심을 키우는 재료라고 봤다. 이에 국채 금리 상승폭은 제한되고 금리가 하락할 개연성이 높지만 그 하락폭은 크지 않다는 분석이다. 지난주 국채 입찰을 대비한 대규모 매도 헤지 물량이 대거 출회한 만큼 입찰에 의한 약세 영향은 제한적일 것으로 추정했다. 채권시장이 추세적 강세로 돌아서기에는 양호한 경제지표로 매수 심리가 부족한 상황이라고 짚었다. 이에 3년물 금리는 3.7%, 10년물 금리는 3.8%를 각각 하회하는 수준에 그칠 것이라고 전망했다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.외국인 보기에 부끄럽습니다...잼버리 30년 전 [그해 오늘]'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545817&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=404&date=20230807&page=1
