제목,뉴스 출처,날짜,뉴스 본문,관련 href
"
""미 S&P500 상장기업 2분기 순이익 5.2%↓…2020년 이후 최악""
",연합뉴스,2023-08-07 11:48,"'우크라전 고유가 수혜' 에너지 부문 순이익 반토막    (서울=연합뉴스) 차병섭 기자 = 미국 뉴욕증시 스탠더드앤드푸어스(S&P)500지수에 상장된 대기업들의 2분기 순이익이 전년 동기 대비 5% 넘게 하락해 2020년 이후 가장 부진할 전망이라고 미 일간 월스트리트저널(WSJ)이 6일(현지시간) 보도했다.    금융정보업체 팩트세트가 4일 기준 2분기 실적을 발표한 S&P500지수 상장 기업(전체의 84%)들과 나머지 기업의 실적 추정치를 토대로 분석한 결과, 이들의 매출 취합액이 전년 동기 대비 0.6% 늘어나는 반면 순이익은 5.2% 줄어드는 것으로 나타났다.    이는 지난해 4분기부터 3개 분기 연속 감소이며, 코로나19 여파 속에 25% 넘는 감소율을 기록했던 2020년 2분기 등 2020년 이후 가장 저조한 모습이다.    섹터 별로는 지난해 우크라이나 전쟁 여파 속에 기록적인 실적을 냈던 에너지 기업들의 순이익이 전년 동기 대비 51.4%나 하락해 반토막 나는 것으로 나타났다.    석유기업 엑손모빌의 2분기 매출과 순이익이 각각 전년 동기 대비 28%, 56% 하락했으며 셰브런의 매출도 28% 작아졌다.    엑손모빌의 대런 우즈 엑손모빌 최고경영자(CEO)는 ""분명히 연료 가격이 내려갔다""면서도 ""정제 마진이 다소 줄고 있지만 여전히 매우 건강한 영역에 있다""고 말한 바 있다.    또 원자재 가격 하락 속에 철강·화학제품 생산업체의 매출이 감소하면서 소재 부문의 순이익이 28.7% 줄어들고, 헬스케어 부문(-27.7%)도 약세로 나타났다.    반면 임의 소비재 부문의 순이익은 52.1% 늘어나는 것으로 집계됐다.    통신(+18.7%)·산업재(+12.2%)·부동산(+10.4%) 부문의 순이익도 두 자릿수 증가세를 보이고, 금융(+5.8%)·필수소비재(+5.8%)·유틸리티(+4.6%)·기술(1.1%) 영역의 순이익도 늘었다는 것이다.    S&P500지수 상장기업 가운데 월트디즈니(9일), 월마트(17일), 엔비디아(23일) 등은 조만간 실적 발표를 앞두고 있다.     bscha@yna.co.kr연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다. ""엄마, 벌써 보고 싶어""…분당 사건 피해 현장에 추모 꽃다발 ""시부모 18년 모셔"" 김은경에 시누이 ""거짓말""…정치권 또 시끌 ""엄마 남자문제 아버지도 아나"" 내연녀 딸에 전화한 60대 ""치아 없어 음주측정 못해"" 항소했지만 기각…법원 ""거부 명확"" '회장님들 현피' 코앞?…머스크 ""저커버그 결투 엑스로 생중계""",https://finance.naver.com/news/news_read.naver?article_id=0014116392&office_id=001&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
글로벌 弱달러·돌아온 외국인…장중 환율, 1290원대로 하락[외환분석]
",이데일리,2023-08-07 11:47,"[이데일리 이정윤 기자] 원·달러 환율이 1290원대로 하락 폭을 확대하고 있다. 미국 고용 둔화로 9월 금리 동결 기대감이 커지며 달러가 약세로 돌아섰고, 외국인 투자자가 나흘 만에 국내 증시로 돌아오면서 환율이 추가 하락하고 있는 것으로 보인다. 다만 오는 10일 발표될 미국 물가 지표에 대한 경계감으로 인해 하락폭은 제한되는 모습이다.사진=AFP달러인덱스 장중 101선 하락·외국인 나흘만 유입7일 서울외국환중개에 따르면 이날 환율은 오전 11시35분 기준 전 거래일 종가(1309.8원)보다 9.35원 내린 1300.45원에 거래 중이다.이날 환율은 역외 환율을 반영해 전 거래일 종가보다 3.2원 하락한 1306.6원에 개장했다. 이후 환율은 1300원 초반대서 횡보하다가 오전 10시반께부터 하락 폭을 확대해 1298.7원까지 내렸다. 지난주 미국 비농업 고용지표에서 신규고용이 줄었으나 평균임금 수준이 오르면서 임금 상승발(發) 인플레이션 압력이 커질 수 있다는 우려는 여전하다. 하지만 미국 연방준비제도(Fed·연준) 인사들의 비둘기(통화완화) 발언이 나오면서 고용지표 둔화에 따른 연착륙을 지지했다. 이에 9월 기준금리 동결에 대한 기대는 더 커지면서 달러가 약세로 돌아서 환율이 하락하고 있는 것으로 분석된다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리 선물 시장에서 마감 시점 연준이 9월 회의에서 금리를 동결할 가능성은 86.5%, 0.25%포인트 인상할 가능성은 13.5%로 나타났다. 지난주 동결 82%에서 4.5%p 오른 것이다. 이에 달러인덱스는 6일(현지시간) 저녁 10시37분 기준 102.06을 기록하고 있다. 장 초반에는 101선으로 추가 하락하기도 했다. 달러·위안 환율은 7.19위안, 달러·엔 환율은 141엔대에서 움직이고 있다.외국계은행 한 딜러는 “전반적으로 달러 약세 따라서 환율이 움직이고 있다”며 “하지만 최근 미국 금리가 10bp 넘게 빠졌지만 달러는 그만큼 빠지진 않아서 경계감이 있는 것 같다”고 말했다. 이어 “달러 약세에도 경계감이 있어 자신있게 매도나 매수하기 어려운 느낌”이라며 “1260원부터 워낙 가파르게 환율이 올랐기 때문에 추격은 제한되는 듯 하다”고 덧붙였다.외국인 투자자가 국내 증시에 순매수하며 환율 추가 하락을 지지하고 있다. 외국인은 코스피 시장에서 1500억원대 순매수하고 있다. 이는 나흘 만에 유입이다. 코스닥 시장에선 1400억원대 순매도하고 있다. 美 7월 물가 대기하며 1300원 안팎 흐름시장 전문가 들은 이번 주 물가지표가 발표되는 만큼 경계감이 커지며 환율 하락은 제한될 것이란 전망이다. 또 위험자산 선호에 따라 1300원지지 여부가 결정될 것으로 봤다.오창섭 현대차증권 연구원은 “미국 신용등급 강등에 대한 조정 국면은 이번 주로 끝날 것으로 보고 있다”며 “위험자산 선호로 외국인 투자자가 국내 증시로 유입되고 코스피 2600포인트가 지켜진다면 다시 1200원대로 갈 것”이라고 말했다. 딜러는 “1310원 정도의 경계감이나 저항력을 더 확인해야 환율이 더 약세로 갈 수 있을 것 같다”며 “미국도 추가 금리인상은 없다는 확신이 있어야 하는데 아직 그 단계는 아니고 7월 소비자물가 관망세도 있어서 오후에도 1300원 안팎에서 움직일 것으로 보인다”고 했다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는성범죄 피해로 잼버리 퇴영한 게 배신? ""우리가 당했다""태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'BTS 슈가 영상서 시작됐다?…9호선 대피소동 전말 보니""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005546033&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
日, 방위비 증액 위해 ""NTT 지분 20년 걸쳐 매각 검토""
",서울경제,2023-08-07 11:01,"[서울경제] 일본 집권 자민당이 방위비 증액에 필요한 재원을 마련하기 위해 일본 정부가 보유한 최대 통신기업 NTT의 주식을 매각해 완전 민영화하는 방안을 검토하고 있다.7일 니혼게이자이신문에 따르면 아마리 아키라 전 자민당 간사장은 전날 “8월 중순 이후부터 NTT법의 존재 의의를 포함한 논의를 해야 한다는 의뢰가 들어오고 있다”고 밝혔다. 아마리 전 간사장은 “(NTT 주식을) 한 번에 매각하면 주가가 폭락해 20년에 걸쳐 팔아야 한다""며 “상당히 오랫동안 안정적인 재원이 될 것은 확실하다”고 말했다.일본은 향후 5년간 방위비를 대폭 증액할 방침이지만 재원 마련 방안에서 지도부의 의견이 엇갈리고 있다. 일본 정부는 지난해 3대 안보 문서를 개정하면서 현재 국내총생산(GDP)의 1%인 방위 관련 예산을 2027회계연도(2027년 4월~2028년 3월)에 2%로 늘리고 올해부터 향후 5년간 방위비 약 43조 엔(약 397조 원)을 확보하기로 했다. 앞서 기시다 후미오 일본 총리는 방위비 증액 재원 중 일부를 증세로 충당한다는 뜻을 밝혔지만 자민당 내에서는 증세를 반대하는 기류가 만만찮다.이에 자민당에서는 정부가 보유한 NTT 주식을 매각해 마련한 자금을 방위비로 충당하는 방안을 추진하고 있다. 자민당은 NTT를 완전 민영화하기 위한 팀을 당내 신설하고 아마리 전 간사장에게 좌장을 맡겨 검토를 시작할 예정이다. 현재 일본 정부가 보유한 NTT 지분은 33.33%로 시가총액은 4조 7000억 엔 규모에 달한다. 이를 20년간 동일한 양으로 나눠 팔 경우 일본 정부는 매년 평균적으로 약 2300억 엔의 자금을 마련할 수 있다.아울러 일본은 NTT의 민영화를 통해 기업의 국제 경쟁력도 제고하겠다는 방침이다. 아마리 전 간사장은 “NTT를 국유회사로 속박하는 것은 지금 시대에 맞지 않다”고 지적했다. NTT법은 일본 정부가 NTT 주식의 3분의 1 이상을 보유하도록 규정하고 있다. 아마리 전 간사장은 최대 통신기업인 NTT를 민영화할 경우 외국계 자본이 통신 시설을 장악할 수 있다는 우려에 대해서는 “(대책) 강화가 필요하다면 외환법으로 대응이 가능하다”고 말했다.서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.리모컨 갖고 놀다 중환자실 실려간 4살···식도에서 나온 '이것' 깜짝""엉덩이로 원을 그리다 보여""···'노팬티'로 무대 올라 탐폰 노출한 美유명 래퍼 논란공포영화 '링' 귀신처럼 쑥 들어왔다···CCTV에 딱 걸린 절도범 '섬뜩'尹 ""서울·평창 등 협조해 잼버리에 관광프로그램 추가""""배달 온 돈가스 고기가 생고기에요"" 문의하자···""네 탓"" 황당 답변에 '공분'",https://finance.naver.com/news/news_read.naver?article_id=0004223313&office_id=011&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
'부자아빠' 기요사키 ""美 경제 붕괴 임박...비트코인 투자해야""
",한국경제TV,2023-08-07 10:41,"세계적인 베스트셀러 '부자 아빠 가난한 아빠'의 저자 로버트 기요사키가 미국 주식 투자자들을 경고하고 나섰다.5일(현지시간) 비즈니스 인사이더에 따르면 기요사키는 미국 경제가 무너질 위기에 처해있다며 주식 대신 금, 은, 비트코인 투자를 선호한다고 밝혔다.이날 로버트 기요사키는 자신의 트위터를 통해 미국 연방준비제도(Fed·연준)와 재무부를 비판하고 나섰다.그는 ""미국의 경제 상황을 고려했을 때 연준이 왜 추가 금리인상을 고집하는지, 재무부가 채권 발행량을 계속 늘리는지 이해할 수 없다""면서 ""바이든 행정부 경제 관료들의 학위와 실력이 상당히 의심스럽다""고 강조했다.이어 국제신용평가사 피치가 미국의 신용등급을 기존 'AAA'에서 'AA+'로 강등한 것이 첫 번째 위기 신호가 될 것이라며 ""나쁜 소식을 전하게 되어 유감스럽지만 미국 경제 추락 상황에 대비해야 할 때""라고 밝혔다.또한 지난 1년 동안 연준, 재무부, 대기업 CEO들이 '환상'에 빠져있다고 수차례 경고한 바 있다면서 ""월스트리트저널(WSJ)은 미국 경제가 견조하다고 주장하고 있지만 현실은 다르다""고 전했다.이외에도 미국 증시가 연초 상승랠리를 유지하고 있는 이유는 바이든 행정부가 미국의 부채 한도를 인상했기 때문이라며, 투자 감각이 살아있다면 주식 시장 대신 금, 은, 비트코인에 주목해야 될 시기라고 덧붙였다.이날 비트코인 가격은 오전 10시 10분(한국시간) 코인데스크 기준 전일 대비 0.04% 하락한 29,022.06달러에 거래되고 있다.(사진=비즈니스 인사이더)한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""첫 대어급 상장인데""...공모가 밑돈 파두""2시에 제주공항 폭탄 테러"" 예고…용의자 추적 중악명 높은 그 감독, 월드컵서도 성추행울산 초등학교 칼부림 예고 글…휴교 결정폭풍성장한 푸바오 쌍둥이 동생들, 사진 공개",https://finance.naver.com/news/news_read.naver?article_id=0001117890&office_id=215&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
JP모건도 美 침체 전망 철회
",서울경제,2023-08-07 10:20,"[서울경제] 뱅크오브아메리카(BofA)에 이어 JP모건도 미국 경제가 침체에 빠질 것이라는 전망을 철회했다. CNBC에 따르면 JP모건은 지난 4일(현지 시간) 보고서에서 ""리스크가 여전히 높고 향후 성장세가 더뎌질 가능성이 높지만 지표의 흐름이 미국 경제의 연착륙이 가능하다는 것을 나타내고 있다""고 밝혔다. 최근 BofA도 미국 경제 침체 전망을 철회했고 골드만삭스도 미국 침체 가능성을 종전의 25%에서 20%로 낮췄다. JP모건의 마이클 페롤리 수석 이코노미스트는 ""최근의 경제지표를 보면 3분기 2.5% 성장이 가능할 것""이라고 내다봤다. 당초 JP모건의 3분기 미국 경제성장률 전망치는 0.5%였다. JP모건은 이르면 4분기에 미국 경제가 완만한 침체에 빠질 수 있다고 봤지만 이 같은 예측에 힘이 빠지고 있다고 보고 있다. 다만 페롤리 이코노미스트는 지난해 3월 이후 11번에 걸친 금리 인상으로 리스크가 완전히 제거된 것은 아니라고 진단했다. 그는 ""침체가 더 이상 우리의 시나리오는 아니지만 침체에 빠질 위험은 여전히 높다""고 강조했다. 페롤리 이코노미스트는 내년 3분기까지 연준이 금리 인하를 시작하지 않을 것으로 봤다. 현재 미국 선물시장에서는 연준의 금리 인하가 이르면 내년 3월 시작될 수 있다고 보고 있다. 서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.리모컨 갖고 놀다 중환자실 실려간 4살···식도에서 나온 '이것' 깜짝""엉덩이로 원을 그리다 보여""···'노팬티'로 무대 올라 탐폰 노출한 美유명 래퍼 논란공포영화 '링' 귀신처럼 쑥 들어왔다···CCTV에 딱 걸린 절도범 '섬뜩'尹 ""서울·평창 등 협조해 잼버리에 관광프로그램 추가""""배달 온 돈가스 고기가 생고기에요"" 문의하자···""네 탓"" 황당 답변에 '공분'",https://finance.naver.com/news/news_read.naver?article_id=0004223282&office_id=011&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
'투자의 귀재' 버핏 포트폴리오 공개...""단 5개 종목에 집중""
",한국경제TV,2023-08-07 09:35,"'투자의 귀재'로 불리는 워런 버핏 버크셔 해서웨이 회장의 2분기 포트폴리오가 단 5개 종목에 집중된 것으로 나타났다.5일(현지시간) CNBC에 따르면 워런 버핏의 포트폴리오에서 가장 큰 비중을 차지하는 종목은 애플, 아메리칸 익스프레스, 뱅크오브아메리카, 코카콜라, 쉐브론 순으로 전체 포트폴리오 가운데 약 78%를 차지했다.워런 버핏 회장의 포트폴리오에서 투자 비중이 가장 높은 종목은 애플이었다. CNBC에 따르면 버핏의 애플 보유지분 가치는 지난 2분기에 약 1,776억 달러로 늘어났다.또한 애플이 빅테크 주가 상승랠리에 힘입어 지난 2분기에만 18% 급등하는 과정에서 버크셔 해서웨이의 주식투자 평가이익도 무려 260억 달러를 기록했다.버핏의 포트폴리오에서 투자 비중이 높았던 두 번째 종목은 뱅크오브아메리카다. 뱅크오브아메리카의 보유지분 가치는 약 296억 달러로 지난 3월 실리콘밸리은행(SVB) 파산 사태에도 불구하고 미국 은행주에 대한 버핏 회장의 굳건한 믿음을 보여줬다.한편 워런 버핏이 오랫동안 들고 있던 아메리칸 익스프레스와 코카콜라가 나란히 3위, 4위를 기록했다. 두 기업의 보유지분 가치는 각각 264억 달러, 241억 달러로 집계됐다. 다만 앞서 언급된 기업들과는 다르게 코카콜라는 올해 들어 4% 밀려나며 부진한 주가 흐름을 이어가고 있다.마지막으로 오른 종목은 미국 최대 석유 메이저 기업 쉐브론으로 지분 가치는 약 194억 달러로 집계됐다.다만 올해 국제유가 하락세와 함께 쉐브론의 주가 역시 동반 하락하고 있는 만큼 지난 2분기에 쉐브론 지분 가운데 약 14억 달러를 매각한 것으로 나타났다.이와 관련해 버핏은 성명을 통해 ""버크셔 해서웨이 포트폴리오의 분기별 주가 변동에 얽매일 필요가 없다""며 투자자들에게 조언을 남겼다.(사진=CNBC)한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.애플 투자로 대박…보유현금 192조원""2시에 제주공항 폭탄 테러"" 예고…용의자 추적 중악명 높은 그 감독, 월드컵서도 성추행""흉기범 오해받은 중학생 아들, 경찰 때문에 피범벅""일본 피겨스타 ""결혼했어요""...상대는 비공개",https://finance.naver.com/news/news_read.naver?article_id=0001117856&office_id=215&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
美 고용 둔화 속 7월 물가 대기…환율, 장중 1303원대로 하락
",이데일리,2023-08-07 09:20,"[이데일리 이정윤 기자] 원·달러 환율이 1303원대로 하락하고 있다. 지난 주 미국 고용 둔화가 재확인됐고 이번 주 7월 소비자물가 발표를 대기하며 제한적인 하락 흐름을 보이고 있다. 사진=AFP7일 서울외국환중개에 따르면 이날 환율은 오전 9시13분 기준 전 거래일 종가(1309.8원)보다 5.9원 내린 1303.9원에 거래 중이다.간밤 뉴욕차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 1304.0원에 최종 호가됐다. 최근 1개월물 스와프 포인트(-2.15원)를 고려하면 이날 환율은 전 거래일 종가(1309.8원) 대비 3.65원 하락 개장할 것으로 예상됐다.이날 환율은 역외 환율을 반영해 전 거래일 종가보다 3.2원 하락한 1306.6원에 개장했다. 이후 환율은 하락 폭을 더해 1303원대에서 움직이고 있다. 이날 환율이 하락 전환한 것은 지난주 미국 노동 지표 둔화와 미국 연방준비제도(Fed·연준) 간부들의 비둘기(통화완화) 발언이 나오면서 달러 약세 기대감이 커졌기 때문이다. 다만 이번 주 물가지표가 발표되는 만큼 경계감이 커지며 환율 하락은 제한적일 것으로 보인다.달러인덱스는 6일(현지시간) 저녁 8시6분 기준 102.05를 기록하고 있다. 지난 4일 102.02까지 떨어지며 약세를 보였던 것에서 소폭 상승해 움직이고 있다. 이에 달러·위안 환율은 7.19위안, 달러·엔 환율은 141엔대에서 움직이고 있다. 장 초반 외국인 투자자는 국내 증시에서 순매도 우위를 나타내고 있다. 외국인은 코스피 시장에서 70억원대, 코스닥 시장에서 440억원대 순매도 하고 있다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는성범죄 피해로 잼버리 퇴영한 게 배신? ""우리가 당했다""태풍 '카눈' 북상중…강원도 고성 밤사이 305mm '물폭탄'""더워서 그랬다?"" 잼버리 성범죄 男 논란에…여가부 ""문화적 차이""""착한 당신, 사랑해요""…사건 현장에 놓인 디카페인 라떼 한 잔",https://finance.naver.com/news/news_read.naver?article_id=0005545828&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
日, 최대 통신기업 NTT 주식 매각 검토…""방위비 증액에 활용""
",연합뉴스,2023-08-07 08:59,"자민당 ""20년간 팔면 오랫동안 재원 확보 가능""…시총 43조원 해당    (도쿄=연합뉴스) 박상현 특파원 = 일본 집권당인 자민당이 향후 대폭 증액하기로 한 방위비 재원을 마련하기 위해 일본 정부가 보유한 최대 통신기업 NTT의 주식을 매각하는 방안을 검토하고 있다.    7일 니혼게이자이신문(닛케이)에 따르면 아마리 아키라 전 자민당 간사장은 전날 TV 프로그램에 출연해 일본 정부가 소유한 NTT 주식과 관련해 ""한 번에 팔면 주가가 폭락한다""며 ""20년에 걸쳐 매각해야 한다""고 말했다.    아마리 전 간사장은 ""(NTT 주식이) 상당히 오랫동안 안정적인 재원이 될 것이 확실하다""며 ""8월 중순 이후부터 NTT법의 존재 의의를 포함한 논의를 해야 한다는 의뢰가 있었다""고 밝혔다.    일본 정부는 지난해 3대 안보 문서를 개정하면서 국내총생산(GDP)의 1% 수준인 방위 관련 예산을 2027회계연도(2027.4∼2028.3)에 2%로 늘리고, 2023년도부터 2027년도까지 5년간 방위비 약 43조엔(약 397조원)을 확보하기로 했다.    기시다 후미오 일본 총리는 그중 일부를 증세로 조달하겠다는 방침을 밝혔으나, 자민당 내 일부에서는 증세에 반대하는 기류가 강한 편이다.    이에 자민당에서는 NTT 주식을 팔아 마련한 금액을 방위비로 충당하고, 이를 통해 NTT의 국제 경쟁력도 강화하는 안이 부상하고 있다.     이와 관련해 자민당은 NTT의 완전 민영화를 검토하는 팀을 신설하고, 아마리 전 간사장에게 좌장을 맡겨 검토를 시작할 방침이다.    NTT법은 일본 정부가 NTT 주식의 3분의 1 이상을 보유하도록 규정하고 있다.    현재 일본 정부가 소유한 NTT 주식은 33.33%로 시가 총액은 4조7천억엔(약 43조원)에 달한다.    만일 20년간 NTT 주식을 동일한 양으로 나눠 매각한다면 일본 정부는 한 해에 평균적으로 약 2천300억엔(약 2조1천억원)의 매각 수입을 얻게 된다.    아마리 전 간사장은 ""NTT에는 국유 회사와 같은 속박이 있는데, 지금 시대에는 맞지 않는다""고 지적했다.    NTT의 주식 매각으로 외국 자본이 통신시설을 장악할 우려에 대해서는 ""외환법으로 대응이 가능하다""며 ""(대책) 강화가 필요하다면 외환법으로 할 수 있다""고 말했다.    psh59@yna.co.kr연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다. ""시부모 18년 모셔"" 김은경에 시누이 ""거짓말""…정치권 또 시끌 ""엄마 남자문제 아버지도 아나"" 내연녀 딸에 전화한 60대 ""치아 없어 음주측정 못해"" 항소했지만 기각…법원 ""거부 명확"" '회장님들 현피' 코앞?…머스크 ""저커버그 결투 엑스로 생중계"" 잼버리 성범죄 의혹 남성 ""더워서 그랬다""…피해자는 강력 반발",https://finance.naver.com/news/news_read.naver?article_id=0014115774&office_id=001&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
블랙스톤 CEO ""피치 신용등급 강등 조치는 합리적 결정""
",한국경제TV,2023-08-07 08:50,"세계 최대 사모펀드 운용사 블랙스톤의 최고경영자(CEO) 스티브 슈워츠먼이 국제신용평가사 피치를 지지하고 나섰다.4일(현지시간) CNBC에 따르면 슈워츠먼은 글로벌 금융위기 이후 미국의 부채가 폭발적으로 증가한 점을 지적하며 피치의 신용등급 강등 조치에 동의한다고 밝혔다.이날 스티브 슈워츠먼 CEO는 CNBC와의 인터뷰에서 피치가 미국의 신용등급을 강등할만한 충분한 이유가 존재했다고 강조했다.그는 ""지난 2008년 글로벌 금융위기 이후 미국의 부채가 감당하기 힘든 수준으로 늘어났다""면서 ""안타깝지만 데이터와 숫자들이 피치의 신용등급 강등 조치를 뒷받침하고 있다""고 설명했다.이어 ""미국의 부채 규모는 늘어나고 있지만 이와 관련된 마땅한 규율이나 정책이 없는 상황""이라며 ""부채 리스크를 감안했을 때 피치의 결정이 충분히 이해 갈만한 조치였다""고 평가했다.앞서 피치는 지난 1일(현지시간) 미국의 재정 악화와 국가채무 부담 증가 등을 이유로 미국의 신용등급을 기존 'AAA'에서 'AA+'로 하향시킨 바 있다.다만 스티브 슈워츠먼 CEO는 피치의 신용등급 강등 조치가 미국 경제와 증시에 미치는 영향은 제한적일 것으로 전망했다.슈워츠먼은 '미국은 미국이다(U.S is the U.S)'라고 강조하며 미국이 'AAA' 신용등급을 가진 대부분의 국가들을 수호하고 있는 점을 지적했다.또한 글로벌 경제에 위기가 닥칠 경우 대부분의 자금이 미국으로 향하게 될 것이라며 미국이 기축통화 보유국인 점도 강조했다.다만 피치의 이번 조치가 '경고 사격(Shot Across the Bow)' 정도는 될 수 있다고 덧붙였다.(사진=CNBC)한국경제TV 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.애플 투자로 대박…보유현금 192조원""2시에 제주공항 폭탄 테러"" 예고…용의자 추적 중악명 높은 그 감독, 월드컵서도 성추행""흉기범 오해받은 중학생 아들, 경찰 때문에 피범벅""일본 피겨스타 ""결혼했어요""...상대는 비공개",https://finance.naver.com/news/news_read.naver?article_id=0001117837&office_id=215&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
"
NDF, 1303.8원/1304.2원…3.65원 하락
",이데일리,2023-08-07 08:43,"[이데일리 이정윤 기자] 간밤 뉴욕 차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 전 거래일 현물환 종가보다 하락했다.사진=AFP7일 서울외국환중개에 따르면 간밤 뉴욕차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 1304.0원에 최종 호가됐다. 매수와 매도 호가는 각각 1303.8원, 1304.2원으로 집계됐다.최근 1개월물 스와프 포인트(-2.15원)를 고려하면 이날 환율은 전 거래일 종가(1309.8원) 대비 3.65원 하락 개장할 것으로 보인다.미국 노동시장 과열이 한풀 꺾였고 미국 연방준비제도(Fed·연준) 간부들의 비둘기(통화완화) 발언이 나오면서 달러 약세 기대감이 커지면서 이날 환율은 하락할 것으로 전망된다. 그러나 이번 주 공개될 미국 물가 지표에 대한 경계감은 남아 있는 터라 제한된 수준의 하락세가 예상된다. 달러인덱스는 6일(현지시간) 오후 7시3분 기준 102.06을 기록하고 있다. 지난 4일 102.02까지 떨어지며 약세를 보였던 것에서 소폭 상승해 움직이고 있다. 이에 달러·위안 환율은 7.18위안, 달러·엔 환율은 141엔대로 오름세다.이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.외국인 보기에 부끄럽습니다...잼버리 30년 전 [그해 오늘]'초전도체'에 관심 빼앗긴 2차전지…증권가 팔아라 이유는日 때린 태풍 '카눈' 한반도 온다…9일부터 직접 영향권4명이 방바닥서 취침…英대표단, 조기퇴영후 서울선 숙박난'세기의 격돌' 김연경·박인비·진종오, IOC 선수위원 도전장",https://finance.naver.com/news/news_read.naver?article_id=0005545776&office_id=018&mode=LSS3D&type=0&section_id=101&section_id2=258&section_id3=403&date=20230807&page=2
